VEHTYPE,ACCNUM
"Automobile, Station Wagon",4003142204
Bicycle,4003142204
"Automobile, Station Wagon",4003143526
Motorcycle,4003143526
"Automobile, Station Wagon",4003148755
"Automobile, Station Wagon",4003148755
"Automobile, Station Wagon",4003149103
Pick Up Truck,4003149103
Pick Up Truck,4003149103
Motorcycle,4003152521
"Automobile, Station Wagon",4003152521
Truck - Open,4003154882
"Automobile, Station Wagon",4003154882
"Automobile, Station Wagon",4003154882
Truck-Tractor,4003158007
Truck-Tractor,4003158007
"Automobile, Station Wagon",4003167923
"Automobile, Station Wagon",4003167923
"Automobile, Station Wagon",4003162994
"Automobile, Station Wagon",4003162994
Intercity Bus,4003162994
Intercity Bus,4003162994
Intercity Bus,4003162994
Intercity Bus,4003162994
Intercity Bus,4003162994
Intercity Bus,4003162994
Intercity Bus,4003162994
"Automobile, Station Wagon",4003174449
Motorcycle,4003174449
"Automobile, Station Wagon",4003176267
"Automobile, Station Wagon",4003176267
"Automobile, Station Wagon",4003176267
"Automobile, Station Wagon",4003176267
"Automobile, Station Wagon",4003192512
Bicycle,4003192512
Motorcycle,4003207779
Motorcycle,4003207779
"Automobile, Station Wagon",4003213460
"Automobile, Station Wagon",4003213460
"Automobile, Station Wagon",4003213460
"Automobile, Station Wagon",4003213460
"Automobile, Station Wagon",4003213460
Bicycle,4003213460
"Automobile, Station Wagon",4003235849
"Automobile, Station Wagon",4003235849
Passenger Van,4003224177
Passenger Van,4003224177
Passenger Van,4003224177
"Automobile, Station Wagon",143234908
"Automobile, Station Wagon",4003249661
"Automobile, Station Wagon",4003249661
Passenger Van,143250160
Passenger Van,143250160
Street Car,4003253640
Street Car,4003253640
Pick Up Truck,4003257164
Pick Up Truck,4003257164
"Automobile, Station Wagon",4003258482
"Automobile, Station Wagon",4003258482
"Automobile, Station Wagon",4003267619
Municipal Transit Bus (TTC),4003267619
Municipal Transit Bus (TTC),4003267619
Municipal Transit Bus (TTC),4003267619
Municipal Transit Bus (TTC),4003267619
Municipal Transit Bus (TTC),4003267619
Municipal Transit Bus (TTC),4003267619
Municipal Transit Bus (TTC),4003267619
Municipal Transit Bus (TTC),4003267619
Municipal Transit Bus (TTC),4003267619
Motorcycle,4003269360
"Automobile, Station Wagon",4003269360
"Automobile, Station Wagon",4003270015
"Automobile, Station Wagon",4003270015
"Automobile, Station Wagon",4003276888
"Automobile, Station Wagon",4003276888
"Automobile, Station Wagon",4003298111
"Automobile, Station Wagon",4003298111
Municipal Transit Bus (TTC),5001126666
Municipal Transit Bus (TTC),4003323321
Municipal Transit Bus (TTC),4003323321
"Automobile, Station Wagon",4003325282
"Automobile, Station Wagon",4003325282
Delivery Van,143335677
Delivery Van,143335677
"Automobile, Station Wagon",143339762
"Automobile, Station Wagon",143339762
Pick Up Truck,4003340766
Pick Up Truck,4003340766
"Automobile, Station Wagon",4003346402
"Automobile, Station Wagon",4003346402
"Automobile, Station Wagon",4003346402
"Automobile, Station Wagon",4003346402
Truck-Tractor,4003346463
Truck-Tractor,4003346463
"Automobile, Station Wagon",143357519
"Automobile, Station Wagon",143362651
"Automobile, Station Wagon",143362651
"Automobile, Station Wagon",4003369105
"Automobile, Station Wagon",4003369105
Bicycle,4003374622
"Automobile, Station Wagon",5001383996
"Automobile, Station Wagon",5000907993
Pick Up Truck,5001648951
"Automobile, Station Wagon",4003374622
"Automobile, Station Wagon",5001136090
Motorcycle,5001136090
Motorcycle,5001136090
"Automobile, Station Wagon",5001160138
"Automobile, Station Wagon",5001160138
"Automobile, Station Wagon",5001160138
"Automobile, Station Wagon",5001168527
"Automobile, Station Wagon",5001649654
Delivery Van,4002857314
"Automobile, Station Wagon",5000415270
"Automobile, Station Wagon",5001649654
Motorcycle,5001168527
"Automobile, Station Wagon",5000415270
Delivery Van,4002857314
"Automobile, Station Wagon",5001379991
"Automobile, Station Wagon",5000907993
"Automobile, Station Wagon",5000912141
"Automobile, Station Wagon",4003375177
"Automobile, Station Wagon",5000663068
"Automobile, Station Wagon",5001169933
"Automobile, Station Wagon",4003375177
"Automobile, Station Wagon",5000666173
"Automobile, Station Wagon",4002864815
"Automobile, Station Wagon",5000912141
Pick Up Truck,5000415270
"Automobile, Station Wagon",5001652684
"Automobile, Station Wagon",5001379991
"Automobile, Station Wagon",143380193
"Automobile, Station Wagon",5001401225
Bicycle,5001652684
Municipal Transit Bus (TTC),5001169933
"Automobile, Station Wagon",5000922282
"Automobile, Station Wagon",5000666173
"Automobile, Station Wagon",5000415270
"Automobile, Station Wagon",4002864815
"Automobile, Station Wagon",143380193
"Automobile, Station Wagon",5001401225
Municipal Transit Bus (TTC),5001169933
Truck (other),5001176666
Truck (other),5001176666
"Automobile, Station Wagon",5001196464
"Automobile, Station Wagon",5001196464
"Automobile, Station Wagon",5001197879
"Automobile, Station Wagon",5001197879
"Automobile, Station Wagon",5001203164
Motorcycle,5001203164
Motorcycle,5001203164
Motorcycle,5001203164
"Automobile, Station Wagon",5001207270
"Automobile, Station Wagon",5001207270
"Automobile, Station Wagon",5001207270
"Automobile, Station Wagon",5001207270
"Automobile, Station Wagon",5001207270
"Automobile, Station Wagon",5001207270
Truck - Tank,5001212779
Bicycle,5001212779
"Automobile, Station Wagon",5001213317
Pick Up Truck,5001213317
"Automobile, Station Wagon",5001215897
"Automobile, Station Wagon",5001215897
"Automobile, Station Wagon",5001215897
"Automobile, Station Wagon",5001220959
"Automobile, Station Wagon",5001220959
"Automobile, Station Wagon",5001220959
"Automobile, Station Wagon",5001220959
"Truck - Closed (Blazer, etc)",5001233986
"Truck - Closed (Blazer, etc)",5001233986
Pick Up Truck,5001240894
Motorcycle,5001240894
Motorcycle,5001245461
"Automobile, Station Wagon",5001245461
"Automobile, Station Wagon",5001245461
"Automobile, Station Wagon",5001245461
"Automobile, Station Wagon",5001245461
"Automobile, Station Wagon",5001245461
"Automobile, Station Wagon",5001245461
"Automobile, Station Wagon",5001258434
Motorcycle,5001258434
Motorcycle,5001258434
"Automobile, Station Wagon",5001261641
Bicycle,5001261641
"Automobile, Station Wagon",5001263243
"Automobile, Station Wagon",5001263243
"Automobile, Station Wagon",5001263243
"Automobile, Station Wagon",5001263243
"Automobile, Station Wagon",5001265349
"Automobile, Station Wagon",5001265349
"Automobile, Station Wagon",5001265349
Motorcycle,5001276114
Passenger Van,5001276114
"Automobile, Station Wagon",5001276114
"Automobile, Station Wagon",5001276114
"Automobile, Station Wagon",5001281908
"Automobile, Station Wagon",5001281908
"Automobile, Station Wagon",5001312732
"Automobile, Station Wagon",5001312732
"Automobile, Station Wagon",5001313535
Motorcycle,5001313535
Motorcycle,5001313535
"Automobile, Station Wagon",5001332825
Truck (other),5001332825
Truck (other),5001332825
"Automobile, Station Wagon",5001353530
"Automobile, Station Wagon",5001353530
Bicycle,5001353806
"Automobile, Station Wagon",5001353806
"Automobile, Station Wagon",5001361534
"Automobile, Station Wagon",5001361534
"Automobile, Station Wagon",5001361534
"Automobile, Station Wagon",5001361534
"Automobile, Station Wagon",5001361534
"Automobile, Station Wagon",5001361534
"Automobile, Station Wagon",5001362618
"Automobile, Station Wagon",5001362618
"Automobile, Station Wagon",5001366372
"Automobile, Station Wagon",5001366372
"Automobile, Station Wagon",5001369619
"Automobile, Station Wagon",5001369619
"Automobile, Station Wagon",5001369619
"Automobile, Station Wagon",5001369619
Truck - Open,5001375207
Bicycle,5001375207
Motorcycle,5001377095
"Automobile, Station Wagon",5001378649
"Automobile, Station Wagon",5001378649
Bicycle,5001383996
"Automobile, Station Wagon",5001670423
"Automobile, Station Wagon",5000666173
Motorcycle,5000415624
"Automobile, Station Wagon",5000922282
"Automobile, Station Wagon",5001401225
"Automobile, Station Wagon",5000922282
"Automobile, Station Wagon",4002858983
"Automobile, Station Wagon",5000666173
"Automobile, Station Wagon",4002858983
"Automobile, Station Wagon",5000924528
"Automobile, Station Wagon",5001401225
Passenger Van,5001670423
"Automobile, Station Wagon",5000415624
"Automobile, Station Wagon",143380193
Passenger Van,5000667325
Municipal Transit Bus (TTC),5000422593
"Automobile, Station Wagon",5001660531
Municipal Transit Bus (TTC),5000422593
"Automobile, Station Wagon",5001404450
"Automobile, Station Wagon",4002858983
"Automobile, Station Wagon",4003382352
"Automobile, Station Wagon",5000924528
"Automobile, Station Wagon",5000667325
Passenger Van,4003389037
"Automobile, Station Wagon",5000926071
"Automobile, Station Wagon",5001660531
"Automobile, Station Wagon",5000669908
"Automobile, Station Wagon",4002867975
Bicycle,5001404450
"Automobile, Station Wagon",5000423922
Passenger Van,4003389037
"Bus (Other) (Go Bus, Gray Coach)",5000926071
"Bus (Other) (Go Bus, Gray Coach)",5000926071
"Automobile, Station Wagon",5000931328
"Automobile, Station Wagon",5000931328
"Automobile, Station Wagon",5000932642
Truck-Tractor,5000932642
"Automobile, Station Wagon",5000935132
"Automobile, Station Wagon",5000938109
"Automobile, Station Wagon",5000938109
Bicycle,5000955442
Municipal Transit Bus (TTC),5000955442
Pick Up Truck,5000955489
Bicycle,5000950977
Moped,5000961885
Moped,5000961885
"Automobile, Station Wagon",5000963180
"Automobile, Station Wagon",5000963180
"Automobile, Station Wagon",5000963180
"Automobile, Station Wagon",5000963180
"Automobile, Station Wagon",5000965386
"Automobile, Station Wagon",5000965386
"Automobile, Station Wagon",5000965386
"Automobile, Station Wagon",5000976277
Bicycle,5000976277
"Automobile, Station Wagon",5000979465
"Automobile, Station Wagon",5000979465
"Automobile, Station Wagon",5000979465
"Automobile, Station Wagon",5000979465
"Automobile, Station Wagon",5000979465
"Automobile, Station Wagon",5000979465
"Automobile, Station Wagon",5000997483
"Automobile, Station Wagon",5000997483
"Automobile, Station Wagon",5000984230
"Automobile, Station Wagon",5000984230
"Automobile, Station Wagon",5000989979
"Automobile, Station Wagon",5000992370
Bicycle,5000992370
Bicycle,5000992370
Bicycle,5000995174
"Automobile, Station Wagon",5000995174
"Automobile, Station Wagon",5000998310
"Automobile, Station Wagon",5000998310
"Automobile, Station Wagon",5000998310
Municipal Transit Bus (TTC),5001008776
Motorcycle,5001008776
"Automobile, Station Wagon",5001021761
"Automobile, Station Wagon",5001021761
"Automobile, Station Wagon",5001012309
"Automobile, Station Wagon",5001012309
"Automobile, Station Wagon",5001012309
Motorcycle,5001013446
"Automobile, Station Wagon",5001016196
Bicycle,5001016196
Bicycle,5001016196
Bicycle,5001016196
Bicycle,5001034900
"Automobile, Station Wagon",5001034900
"Automobile, Station Wagon",5001050877
"Automobile, Station Wagon",5001050877
Bicycle,5001063670
Truck - Dump,5001074217
Truck - Dump,5001074217
Motorcycle,5001077682
"Automobile, Station Wagon",5001077682
"Automobile, Station Wagon",5001077682
"Automobile, Station Wagon",5001079056
"Automobile, Station Wagon",5001079056
"Automobile, Station Wagon",5001088565
"Automobile, Station Wagon",5001088565
"Automobile, Station Wagon",5001088565
"Automobile, Station Wagon",5001095656
Motorcycle,5001095656
Motorcycle,5001095656
"Automobile, Station Wagon",5001098276
"Automobile, Station Wagon",5001098276
"Automobile, Station Wagon",5001105926
"Automobile, Station Wagon",5001105926
"Automobile, Station Wagon",5001105926
"Automobile, Station Wagon",5001107596
Motorcycle,5001107596
Motorcycle,5001107596
"Automobile, Station Wagon",5001109964
"Truck - Closed (Blazer, etc)",5001109964
"Truck - Closed (Blazer, etc)",5001109964
"Truck - Closed (Blazer, etc)",5001109964
"Automobile, Station Wagon",5001110080
"Automobile, Station Wagon",5001110080
"Automobile, Station Wagon",5001110080
"Automobile, Station Wagon",5001126666
"Automobile, Station Wagon",5001126666
"Automobile, Station Wagon",5001660531
Delivery Van,4002874669
"Automobile, Station Wagon",5000423922
"Automobile, Station Wagon",5001404706
"Automobile, Station Wagon",5001404706
"Automobile, Station Wagon",5001660901
"Automobile, Station Wagon",5000669908
Passenger Van,4003389037
"Automobile, Station Wagon",5000439931
Delivery Van,4002874669
"Automobile, Station Wagon",5001404706
"Automobile, Station Wagon",5001661734
"Automobile, Station Wagon",5000439931
"Automobile, Station Wagon",5000670962
"Automobile, Station Wagon",4003393065
Truck - Dump,142879736
"Automobile, Station Wagon",5001405584
"Automobile, Station Wagon",5001661734
"Automobile, Station Wagon",5000439931
"Automobile, Station Wagon",5000670962
"Automobile, Station Wagon",5000678140
"Automobile, Station Wagon",5000678140
"Automobile, Station Wagon",5000679922
"Automobile, Station Wagon",5000679922
Off Road - 2 Wheels,5000679960
"Automobile, Station Wagon",5000693331
"Automobile, Station Wagon",5000693331
"Automobile, Station Wagon",5000693331
"Automobile, Station Wagon",5000693331
Passenger Van,5000706229
Passenger Van,5000706229
"Automobile, Station Wagon",5000716436
"Automobile, Station Wagon",5000716436
"Automobile, Station Wagon",5000716436
"Automobile, Station Wagon",5000746528
"Automobile, Station Wagon",5000746528
"Automobile, Station Wagon",5000746528
"Automobile, Station Wagon",5000746528
Motorcycle,5000754325
"Automobile, Station Wagon",5000754325
Motorcycle,5000756531
Motorcycle,5000756531
Motorcycle,5000756568
Motorcycle,5000756568
"Automobile, Station Wagon",5000760761
"Automobile, Station Wagon",5000760761
"Automobile, Station Wagon",5000760761
"Automobile, Station Wagon",5000778695
"Automobile, Station Wagon",5000778695
Bicycle,5000780857
"Truck - Closed (Blazer, etc)",5000780857
"Automobile, Station Wagon",5000789698
"Automobile, Station Wagon",5000789698
"Automobile, Station Wagon",5000800766
"Automobile, Station Wagon",5000800766
"Automobile, Station Wagon",5000804946
Bicycle,5000804946
Bicycle,5000804946
"Automobile, Station Wagon",5000805635
Motorcycle,5000805635
"Automobile, Station Wagon",5000811243
Motorcycle,5000811243
"Automobile, Station Wagon",5000814166
"Automobile, Station Wagon",5000814166
"Automobile, Station Wagon",5000814166
"Automobile, Station Wagon",5000814166
"Automobile, Station Wagon",5000814166
"Automobile, Station Wagon",5000814405
"Automobile, Station Wagon",5000814405
"Automobile, Station Wagon",5000814405
Bicycle,5000832268
"Automobile, Station Wagon",5000832268
"Automobile, Station Wagon",5000838309
"Automobile, Station Wagon",5000838309
"Automobile, Station Wagon",5000841080
"Automobile, Station Wagon",5000841080
"Automobile, Station Wagon",5000841080
"Automobile, Station Wagon",5000847589
"Automobile, Station Wagon",5000847589
Bicycle,5000859369
Pick Up Truck,5000859369
Pick Up Truck,5000859369
"Automobile, Station Wagon",5000851624
"Automobile, Station Wagon",5000851624
"Automobile, Station Wagon",5000851624
"Automobile, Station Wagon",5000851624
"Automobile, Station Wagon",5000852729
Pick Up Truck,5000852729
Pick Up Truck,5000852729
Pick Up Truck,5000852729
"Automobile, Station Wagon",5000858647
Bicycle,5000858647
Motorcycle,5000865695
"Automobile, Station Wagon",5000873570
Motorcycle,5000873570
Motorcycle,5000873570
"Automobile, Station Wagon",5000879931
"Automobile, Station Wagon",5000879931
"Automobile, Station Wagon",5000879931
"Automobile, Station Wagon",5000887145
Bicycle,5000891503
"Automobile, Station Wagon",5000891503
"Automobile, Station Wagon",5000897044
"Automobile, Station Wagon",5000897486
Other,5000897486
Truck - Dump,5000898741
"Automobile, Station Wagon",5000898741
Bicycle,5000901118
"Automobile, Station Wagon",5000901118
"Automobile, Station Wagon",4003393065
"Automobile, Station Wagon",5001665605
Truck - Dump,142879736
"Automobile, Station Wagon",5000452654
"Automobile, Station Wagon",5001405584
"Automobile, Station Wagon",5000452654
"Automobile, Station Wagon",5000452654
"Automobile, Station Wagon",5000452654
"Automobile, Station Wagon",5000456484
"Automobile, Station Wagon",5000456484
"Automobile, Station Wagon",5000518760
"Automobile, Station Wagon",5000518760
"Automobile, Station Wagon",5000518760
"Automobile, Station Wagon",5000466893
"Automobile, Station Wagon",5000466893
Street Car,5000471839
Street Car,4003563376
Street Car,5000471839
"Automobile, Station Wagon",5000471900
Bicycle,5000471900
Bicycle,5000486236
"Automobile, Station Wagon",5000486236
Municipal Transit Bus (TTC),5000513349
Municipal Transit Bus (TTC),5000513349
"Automobile, Station Wagon",5000513611
"Automobile, Station Wagon",5000513611
"Automobile, Station Wagon",5000513611
Motorcycle,5000516977
Truck-Tractor,5000516977
"Automobile, Station Wagon",5000516992
"Automobile, Station Wagon",5000516992
"Automobile, Station Wagon",5000526787
Delivery Van,5000528249
"Automobile, Station Wagon",5000542079
"Automobile, Station Wagon",5000542079
"Automobile, Station Wagon",5000542079
Motorcycle,5000543987
"Automobile, Station Wagon",5000549380
"Automobile, Station Wagon",5000549380
"Automobile, Station Wagon",5000549380
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
"Automobile, Station Wagon",5000552062
Motorcycle,5000553836
Motorcycle,5000553836
Street Car,5000560313
Street Car,5000560313
"Automobile, Station Wagon",5000560374
"Automobile, Station Wagon",5000560374
"Automobile, Station Wagon",5000560374
"Automobile, Station Wagon",5000563919
"Automobile, Station Wagon",5000563919
"Automobile, Station Wagon",5000573038
"Automobile, Station Wagon",5000573038
"Automobile, Station Wagon",5000580621
"Automobile, Station Wagon",5000580621
"Automobile, Station Wagon",5000589583
"Automobile, Station Wagon",5000589583
"Automobile, Station Wagon",5000589583
"Automobile, Station Wagon",5000591639
"Automobile, Station Wagon",5000591639
"Automobile, Station Wagon",5000591639
"Automobile, Station Wagon",5000611703
Municipal Transit Bus (TTC),5000611703
"Automobile, Station Wagon",5000613755
"Automobile, Station Wagon",5000613755
"Automobile, Station Wagon",5000620916
Other Emergency Vehicle,5000620916
"Automobile, Station Wagon",5000630061
"Automobile, Station Wagon",5000630061
"Automobile, Station Wagon",5000643015
Motorcycle,5000643015
Motorcycle,5000643015
"Automobile, Station Wagon",5000653521
Pick Up Truck,5000653521
Pick Up Truck,5000653521
Pick Up Truck,5000653521
Passenger Van,5000656009
"Automobile, Station Wagon",5000656009
"Automobile, Station Wagon",5000656009
"Automobile, Station Wagon",5000656009
"Automobile, Station Wagon",5000656009
"Automobile, Station Wagon",5001405584
Motorcycle,4002881159
Motorcycle,5001665605
"Automobile, Station Wagon",4003398142
"Automobile, Station Wagon",5001405584
"Automobile, Station Wagon",4003564717
Motorcycle,4002881159
Motorcycle,5001665605
"Automobile, Station Wagon",5001405584
"Automobile, Station Wagon",4003564717
"Automobile, Station Wagon",4002884654
Bicycle,5001667907
"Automobile, Station Wagon",5001407837
"Automobile, Station Wagon",5001407837
Truck-Tractor,5001432053
"Automobile, Station Wagon",5001432053
Bicycle,5001433281
"Automobile, Station Wagon",5001433281
"Automobile, Station Wagon",5001433281
Municipal Transit Bus (TTC),5001444151
Municipal Transit Bus (TTC),5001444151
Motorcycle,5001445203
"Automobile, Station Wagon",4003398142
"Automobile, Station Wagon",5001446152
Motorcycle,5001446152
"Automobile, Station Wagon",5001448924
Motorcycle,5001448924
"Automobile, Station Wagon",5001450991
Passenger Van,5001450991
Bicycle,5001450991
Bicycle,5001450991
Pick Up Truck,5001457314
Pick Up Truck,5001457314
"Automobile, Station Wagon",5001484830
"Automobile, Station Wagon",5001484830
"Automobile, Station Wagon",5001484830
"Truck - Closed (Blazer, etc)",5001501450
Bicycle,5001501450
"Automobile, Station Wagon",5001507362
Truck - Dump,5001507362
Truck - Open,5001518617
Truck - Open,5001518617
"Automobile, Station Wagon",5001530826
"Automobile, Station Wagon",5001530826
"Automobile, Station Wagon",5001530826
"Automobile, Station Wagon",5001534311
"Automobile, Station Wagon",5001534311
Motorcycle,5001538313
"Automobile, Station Wagon",5001542991
"Automobile, Station Wagon",5001542991
"Automobile, Station Wagon",5001542991
"Automobile, Station Wagon",5001551226
"Automobile, Station Wagon",5001551226
"Automobile, Station Wagon",5001573262
"Automobile, Station Wagon",5001573262
"Automobile, Station Wagon",5001573277
"Automobile, Station Wagon",5001573277
"Automobile, Station Wagon",5001573277
"Automobile, Station Wagon",5001573277
"Automobile, Station Wagon",5001578731
"Automobile, Station Wagon",5001578731
"Automobile, Station Wagon",5001578731
"Automobile, Station Wagon",5001578731
"Automobile, Station Wagon",5001603018
"Automobile, Station Wagon",5001603018
"Automobile, Station Wagon",5001603828
"Automobile, Station Wagon",5001603828
"Automobile, Station Wagon",5001603828
Bicycle,5001604572
"Automobile, Station Wagon",5001604572
"Automobile, Station Wagon",5001611464
"Automobile, Station Wagon",5001611464
Motorcycle,5001612624
Street Car,5001612624
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001628551
"Automobile, Station Wagon",5001640604
"Automobile, Station Wagon",5001640604
"Automobile, Station Wagon",5001646824
"Automobile, Station Wagon",5001646824
"Automobile, Station Wagon",5001646824
"Automobile, Station Wagon",5001646824
"Automobile, Station Wagon",5001646824
"Automobile, Station Wagon",5001652822
Bicycle,5001652822
Bicycle,5001652822
"Automobile, Station Wagon",5001648538
"Automobile, Station Wagon",5000001915
Municipal Transit Bus (TTC),5001667907
"Automobile, Station Wagon",4002884654
"Automobile, Station Wagon",5000001915
"Automobile, Station Wagon",4003398142
"Automobile, Station Wagon",5001670080
Pick Up Truck,4003399384
Pick Up Truck,4002886498
Bicycle,5001670080
"Automobile, Station Wagon",5000001915
Bicycle,4003399384
Motorcycle,4002886498
"Automobile, Station Wagon",4002906646
"Automobile, Station Wagon",4002906646
"Automobile, Station Wagon",4002915951
"Automobile, Station Wagon",4002915951
"Automobile, Station Wagon",4002916967
"Automobile, Station Wagon",4002916967
Passenger Van,4002916967
Passenger Van,4002916967
Passenger Van,4002916967
Passenger Van,4002916967
Passenger Van,4002916967
Passenger Van,4002916967
Passenger Van,4002916967
Truck (other),4002919707
Pick Up Truck,4002929082
Pick Up Truck,4002929082
Street Car,142937129
Street Car,142937129
Motorcycle,4002949644
"Automobile, Station Wagon",4002952213
"Automobile, Station Wagon",4002952213
Motorcycle,4002954632
"Automobile, Station Wagon",4002954632
"Automobile, Station Wagon",142962876
"Automobile, Station Wagon",142962876
"Automobile, Station Wagon",4002973094
"Automobile, Station Wagon",4002973211
"Automobile, Station Wagon",4002979452
"Automobile, Station Wagon",4002979452
Police Vehicle,4002986275
Police Vehicle,4002986275
"Automobile, Station Wagon",4002987190
Bicycle,4002987190
Motorcycle,4003003255
"Automobile, Station Wagon",4003007939
Bicycle,4003007939
Bicycle,4003007939
Motorcycle,4003015546
Motorcycle,4003015546
Street Car,143015764
Street Car,143015764
Motorcycle,143022510
"Automobile, Station Wagon",4003025669
"Automobile, Station Wagon",4003025669
"Automobile, Station Wagon",4003025669
"Automobile, Station Wagon",4003025669
"Automobile, Station Wagon",4003025669
"Automobile, Station Wagon",4003025669
"Automobile, Station Wagon",4003025669
"Automobile, Station Wagon",4003042543
Motorcycle,4003042543
Motorcycle,4003042543
Motorcycle,4003042543
Motorcycle,4003042543
Motorcycle,4003042543
"Automobile, Station Wagon",4003056806
"Automobile, Station Wagon",4003056806
"Automobile, Station Wagon",4003063238
Truck - Open,4003072697
Truck - Open,4003072697
"Automobile, Station Wagon",4003073382
Bicycle,4003073382
Truck - Dump,4003074555
Truck - Dump,4003074555
"Automobile, Station Wagon",4003078638
"Automobile, Station Wagon",4003078638
Municipal Transit Bus (TTC),143084786
Municipal Transit Bus (TTC),143084786
Fire Vehicle,4003092212
"Automobile, Station Wagon",4003092212
"Automobile, Station Wagon",4003092212
"Automobile, Station Wagon",4003092212
"Automobile, Station Wagon",4003092212
"Automobile, Station Wagon",4003092212
"Automobile, Station Wagon",4003101857
Motorcycle,4003101857
"Automobile, Station Wagon",4003102605
Motorcycle,4003102605
"Automobile, Station Wagon",4003112757
"Automobile, Station Wagon",4003112757
"Automobile, Station Wagon",143117140
"Automobile, Station Wagon",143117140
"Automobile, Station Wagon",4003399258
"Automobile, Station Wagon",5001672708
"Automobile, Station Wagon",5000006695
Pick Up Truck,4003399258
Bicycle,5001672708
"Truck - Closed (Blazer, etc)",5000006695
"Automobile, Station Wagon",5001677716
"Automobile, Station Wagon",4003405816
"Automobile, Station Wagon",5001677716
"Automobile, Station Wagon",5000009507
"Automobile, Station Wagon",4003405816
School Bus,4003410596
School Bus,4003410596
School Bus,4003410596
Truck - Dump,4003411081
Truck - Dump,4003411081
Delivery Van,4003419867
"Automobile, Station Wagon",4003419867
"Automobile, Station Wagon",4003437550
"Automobile, Station Wagon",4003437550
"Automobile, Station Wagon",4003439452
Truck-Tractor,4003439452
Truck-Tractor,4003439452
Truck-Tractor,4003439452
"Automobile, Station Wagon",143440580
"Automobile, Station Wagon",143440580
Tow Truck,143440580
"Automobile, Station Wagon",4000047040
"Automobile, Station Wagon",4000047040
"Automobile, Station Wagon",5000047040
"Automobile, Station Wagon",5000047040
"Automobile, Station Wagon",4003465091
"Automobile, Station Wagon",4003465091
"Automobile, Station Wagon",4003469913
"Automobile, Station Wagon",4003469913
"Automobile, Station Wagon",143471771
"Automobile, Station Wagon",143471771
"Automobile, Station Wagon",143471771
"Automobile, Station Wagon",143474139
"Automobile, Station Wagon",143474139
"Automobile, Station Wagon",4003482087
"Automobile, Station Wagon",4003482087
"Automobile, Station Wagon",4003487975
"Automobile, Station Wagon",4003487975
"Automobile, Station Wagon",4003498144
"Automobile, Station Wagon",4003498144
"Automobile, Station Wagon",4003498374
"Automobile, Station Wagon",4003498374
"Automobile, Station Wagon",4003498466
"Automobile, Station Wagon",4003498466
"Automobile, Station Wagon",4003498466
"Automobile, Station Wagon",4003506049
Street Car,4003506049
"Automobile, Station Wagon",143507481
"Automobile, Station Wagon",143507481
"Automobile, Station Wagon",143507481
Municipal Transit Bus (TTC),4003516677
Municipal Transit Bus (TTC),4003516677
"Automobile, Station Wagon",4003518072
"Automobile, Station Wagon",4003518072
"Automobile, Station Wagon",4003521992
Bicycle,4003521992
Bicycle,4003521992
"Automobile, Station Wagon",4003523985
"Automobile, Station Wagon",4003523985
"Automobile, Station Wagon",4003523985
"Automobile, Station Wagon",4003523985
"Automobile, Station Wagon",4003526196
"Automobile, Station Wagon",4003526196
"Automobile, Station Wagon",4003527031
"Automobile, Station Wagon",4003527031
"Automobile, Station Wagon",4003527031
Passenger Van,4003538412
Passenger Van,4003538412
"Automobile, Station Wagon",4003538995
"Automobile, Station Wagon",4003538995
"Automobile, Station Wagon",4003541767
"Automobile, Station Wagon",4003541767
"Automobile, Station Wagon",4003544666
"Automobile, Station Wagon",4003544666
"Automobile, Station Wagon",4003549384
"Automobile, Station Wagon",4003549384
"Automobile, Station Wagon",4003549384
"Automobile, Station Wagon",4003549384
"Automobile, Station Wagon",4003549384
"Automobile, Station Wagon",4003549384
Truck (other),4003563376
Truck (other),4003563376
Truck (other),4003563376
Truck (other),4003563376
"Automobile, Station Wagon",5001682517
"Automobile, Station Wagon",5000009507
"Automobile, Station Wagon",5001682517
"Automobile, Station Wagon",5000009507
"Automobile, Station Wagon",5001682517
"Automobile, Station Wagon",5000009507
"Automobile, Station Wagon",5000009507
"Automobile, Station Wagon",5001684106
"Automobile, Station Wagon",5000009507
"Automobile, Station Wagon",5000020238
Bicycle,5001684106
"Automobile, Station Wagon",5000020238
"Automobile, Station Wagon",5001686563
Motorcycle,5001686563
Motorcycle,5001691895
"Automobile, Station Wagon",5001691895
"Automobile, Station Wagon",5001691895
"Automobile, Station Wagon",5002232122
Bicycle,5002232122
Pick Up Truck,5001696184
Pick Up Truck,5001696184
"Automobile, Station Wagon",5001705355
